"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2000-07",100.3336,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2000-08",100.3004,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2000-09",100.1956,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2000-10",100.0066,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2000-11",99.71616,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2000-12",99.40038,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-01",99.15374,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.03916,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-03",98.96923,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-04",98.82074,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-05",98.50468,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-06",98.11466,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-07",97.78611,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-08",97.62942,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-09",97.60155,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-10",97.66281,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-11",97.80465,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2001-12",97.98841,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-01",98.18627,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-02",98.38023,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-03",98.54698,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-04",98.64678,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-05",98.63937,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-06",98.56695,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-07",98.47028,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-08",98.36961,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-09",98.2701,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-10",98.171,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-11",98.07382,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2002-12",97.99007,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-01",97.94706,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-02",97.98023,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-03",98.08483,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-04",98.27409,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-05",98.56602,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-06",98.88553,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-07",99.13798,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-08",99.25524,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-09",99.30872,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.39212,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-11",99.56794,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2003-12",99.78407,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-01",99.97215,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.1055,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.2852,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.6069,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.8986,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0569,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.3588,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.4802,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.4013,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.3937,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.3052,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1426,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.1602,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.118,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.0042,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.0771,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.157,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.2107,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-07",101.3268,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-08",101.3331,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-09",101.2559,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-10",101.3688,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-11",101.5021,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2005-12",101.6153,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-01",101.8008,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-02",101.842,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-03",101.7404,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-04",101.7014,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-05",101.5789,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-06",101.4067,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.3573,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.2835,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-09",101.2606,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.4143,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.5318,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.539,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.6021,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.5446,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.3327,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.1329,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.8929,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.6241,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.4498,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.3252,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.1575,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.87521,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.48624,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.14109,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.86374,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.59529,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.27945,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.85681,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.41621,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.04173,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.7598,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.5847,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-09",96.49905,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.32726,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.12275,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2008-12",95.92854,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-01",95.87215,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.0308,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.46037,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.09163,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.76668,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.34784,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.81021,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.0991,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.24333,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.28568,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.24827,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.19991,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.2935,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.45802,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.63383,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.77275,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.85405,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.88263,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.83514,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.71365,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.59307,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.57829,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.65047,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.70941,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.63824,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.29949,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.66093,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-04",97.99735,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-05",97.78896,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.932,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.22128,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.48132,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.7156,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.87404,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.97501,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.08401,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.18523,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.23711,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.26294,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.27159,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.28654,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.28236,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.27943,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.29332,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.28281,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.27317,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.3392,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.56005,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.98061,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.3358,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.5348,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.5797,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.5311,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.3815,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.2673,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.2356,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.2758,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.1045,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.94774,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.67068,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.31805,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.95266,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.70638,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.70705,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.96828,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.27916,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.46389,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.42728,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.27156,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.08629,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.96697,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.00847,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.17757,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.43598,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.62606,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.70584,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.696,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.65495,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.60641,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.60789,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.63474,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.74312,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.85131,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.85059,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.74383,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.59129,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.56264,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.56861,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.61863,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.70515,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.78107,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.86513,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.91108,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.8608,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.81757,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.93194,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.0611,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1754,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.2566,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.2659,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.2547,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.2452,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.2694,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.2965,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3725,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.4569,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.5104,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.5207,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.5036,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.4656,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.4203,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.3722,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.3345,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.2949,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.253,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.2054,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.1602,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.102,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.0376,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.94442,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.80714,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.65641,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.48669,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.32477,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.12531,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",98.90537,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",98.66979,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",98.43916,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.23871,
"JPN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.13703,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2000-07",100.4343,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2000-08",100.6096,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2000-09",100.2988,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2000-10",99.95316,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2000-11",99.76902,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2000-12",99.83402,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-01",99.91264,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.6801,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.24175,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.16621,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.52867,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.0861,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.413,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.4402,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.327,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.1353,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.2416,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.6319,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.0944,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.3274,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.3739,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.1886,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.9907,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.851,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.6906,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.5201,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.4007,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.3162,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.3912,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.4783,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.4808,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-02",100.2665,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.2623,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-04",100.5729,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8853,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-06",101.1543,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-07",101.2905,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-08",101.29,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-09",101.2968,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-10",101.3051,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-11",101.2516,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.3067,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.5288,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.6104,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.5526,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.4838,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.4188,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.4272,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.5984,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.7346,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.7773,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.7708,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.8198,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.8962,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.9894,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.6315,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.9998,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.7765,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.8871,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.923,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.828,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.6632,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.2034,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.99931,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.1431,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.3728,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.7254,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.9093,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.9474,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.7942,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.4973,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.2503,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.99295,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.65759,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-09",99.72562,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-10",99.86885,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-11",99.97758,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.416,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9167,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.2392,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.4652,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.6771,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.931,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.945,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.7422,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.4376,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.3407,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-10",101.2643,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-11",101.1193,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.8915,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.3882,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.66471,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.03012,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.67419,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.5049,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.30508,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.20066,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.36217,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.51134,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.45712,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.5444,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.71172,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.70298,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.59761,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.62006,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.84652,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.18251,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.83397,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.5726,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.1807,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-09",101.6091,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-10",101.768,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-11",101.6959,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.6008,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.6328,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.5806,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.4378,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.1557,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.7865,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.6654,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.9827,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.3072,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.3647,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-10",101.3119,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-11",101.0803,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.8285,
